"","name","M","F","percent_female"
"914","Ackley",29,5,0.147058823529412
"915","Acob",5,0,0
"916","Acquanetta",0,254,1
"917","Acquanette",0,13,1
"918","Acre",9,0,0
"919","Acsa",0,127,1
"920","Action",8,0,0
"921","Acura",0,26,1
"922","Acxel",225,0,0
"923","Acy",274,5,0.017921146953405
"924","Acyn",8,0,0
"925","Ad",73,0,0
"926","Ada",277,97313,0.997161594425658
"927","Adabel",0,26,1
"928","Adabella",0,175,1
"929","Adabelle",0,353,1
"930","Adacia",0,5,1
"931","Adae",5,10,0.666666666666667
"932","Adael",274,0,0
"933","Adaela",0,5,1
"934","Adaelyn",0,6,1
"935","Adaeze",0,449,1
"936","Adagio",20,0,0
"937","Adah",0,3536,1
"938","Adahir",56,0,0
"939","Adahli",0,23,1
"940","Adahlia",0,133,1
"941","Adahy",6,0,0
"942","Adai",0,24,1
"943","Adaia",0,141,1
"944","Adaiah",79,299,0.791005291005291
"945","Adaija",0,34,1
"946","Adaijah",0,82,1
"947","Adailyn",0,16,1
"948","Adain",329,0,0
"949","Adair",1506,1301,0.463484146775917
"950","Adaira",0,177,1
"951","Adaire",0,45,1
"952","Adairis",0,5,1
"953","Adaisha",0,119,1
"954","Adaisia",0,7,1
"955","Adaiya",0,11,1
"956","Adaiyah",0,5,1
"957","Adaja",0,100,1
"958","Adajah",0,77,1
"959","Adajames",0,6,1
"960","Adaku",0,7,1
"961","Adal",326,0,0
"962","Adala",0,5,1
"963","Adalade",0,5,1
"964","Adalae",0,212,1
"965","Adalai",0,116,1
"966","Adalaide",0,269,1
"967","Adalaina",0,7,1
"968","Adalaine",0,6,1
"969","Adalay",0,156,1
"970","Adalaya",0,106,1
"971","Adalayah",0,18,1
"972","Adalayde",0,13,1
"973","Adalayna",0,6,1
"974","Adalbert",94,0,0
"975","Adalberto",4502,0,0
"976","Adale",0,10,1
"977","Adalea",0,78,1
"978","Adaleah",0,115,1
"979","Adalee",0,2634,1
"980","Adaleen",0,92,1
"981","Adaleena",0,82,1
"982","Adalei",0,166,1
"983","Adaleia",0,21,1
"984","Adaleigh",0,1189,1
"985","Adaleine",0,21,1
"986","Adalen",0,44,1
"987","Adalena",0,440,1
"988","Adalene",0,614,1
"989","Adaley",0,273,1
"990","Adaleya",0,44,1
"991","Adaleyza",0,45,1
"992","Adalhi",0,5,1
"993","Adali",24,503,0.954459203036053
"994","Adalia",0,1827,1
"995","Adaliah",0,196,1
"996","Adalicia",0,50,1
"997","Adalid",119,11,0.0846153846153846
"998","Adalida",0,131,1
"999","Adalie",0,1629,1
"1000","Adaliene",0,23,1
"1001","Adalin",0,362,1
"1002","Adalina",0,1408,1
"1003","Adalind",0,570,1
"1004","Adalinda",0,10,1
"1005","Adaline",0,10684,1
"1006","Adalinn",0,61,1
"1007","Adalinna",0,5,1
"1008","Adalinne",0,5,1
"1009","Adalis",0,199,1
"1010","Adalisa",0,6,1
"1011","Adalise",0,63,1
"1012","Adalisse",0,5,1
"1013","Adalius",9,0,0
"1014","Adaliyah",0,28,1
"1015","Adaliz",0,322,1
"1016","Adalize",0,6,1
"1017","Adallyn",0,39,1
"1018","Adaly",0,648,1
"1019","Adalya",0,10,1
"1020","Adalye",0,10,1
"1021","Adalyn",0,21321,1
"1022","Adalyna",0,96,1
"1023","Adalynd",0,78,1
"1024","Adalyne",0,632,1
"1025","Adalynn",0,21665,1
"1026","Adalynna",0,5,1
"1027","Adalynne",0,863,1
"1028","Adalys",0,35,1
"1029","Adalyse",0,11,1
"1030","Adam",558726,2045,0.00364676490046739
"1031","Adama",357,536,0.600223964165734
"1032","Adamae",0,125,1
"1033","Adamari",0,1876,1
"1034","Adamarie",0,150,1
"1035","Adamaris",0,2977,1
"1036","Adamariz",0,222,1
"1037","Adamary",0,639,1
"1038","Adamarys",0,206,1
"1039","Adamina",0,20,1
"1040","Adamjames",5,0,0
"1041","Adamm",6,0,0
"1042","Adamma",0,5,1
"1043","Adammichael",6,0,0
"1044","Adamo",11,0,0
"1045","Adams",1071,0,0
"1046","Adan",27583,117,0.00422382671480144
"1047","Adana",0,215,1
"1048","Adaneli",0,11,1
"1049","Adanelly",0,28,1
"1050","Adanely",0,100,1
"1051","Adanna",0,555,1
"1052","Adannaya",0,30,1
"1053","Adante",171,0,0
"1054","Adanya",0,186,1
"1055","Adaobi",0,41,1
"1056","Adaora",0,225,1
"1057","Adar",72,41,0.36283185840708
"1058","Adara",0,1904,1
"1059","Adarah",0,40,1
"1060","Adari",5,0,0
"1061","Adaria",0,112,1
"1062","Adarian",225,0,0
"1063","Adarien",20,0,0
"1064","Adarion",38,0,0
"1065","Adarious",29,0,0
"1066","Adarius",1246,0,0
"1067","Adarrion",5,0,0
"1068","Adarrius",97,0,0
"1069","Adarryl",58,0,0
"1070","Adarryll",29,0,0
"1071","Adarsh",564,0,0
"1072","Adaryl",10,0,0
"1073","Adaryll",43,0,0
"1074","Adasha",0,99,1
"1075","Adashia",0,20,1
"1076","Adasia",0,229,1
"1077","Adason",5,5,0.5
"1078","Adassa",0,39,1
"1079","Adasyn",0,189,1
"1080","Adasynn",0,5,1
"1081","Adau",0,11,1
"1082","Adaugo",0,58,1
"1083","Adaure",0,5,1
"1084","Adavia",0,5,1
"1085","Adavion",16,0,0
"1086","Adaya",0,802,1
"1087","Adayah",0,205,1
"1088","Adayla",0,51,1
"1089","Adaysha",0,61,1
"1090","Adayshia",0,19,1
"1091","Adaysia",0,22,1
"1092","Adbeel",5,0,0
"1093","Adbiel",16,0,0
"1094","Add",102,0,0
"1095","Adda",0,946,1
"1096","Addae",6,0,0
"1097","Addah",0,5,1
"1098","Addai",37,0,0
"1099","Addalee",0,197,1
"1100","Addaleigh",0,88,1
"1101","Addaley",0,39,1
"1102","Addalie",0,121,1
"1103","Addalin",0,14,1
"1104","Addalina",0,5,1
"1105","Addaline",0,181,1
"1106","Addallee",0,10,1
"1107","Addaly",0,5,1
"1108","Addalyn",0,2294,1
"1109","Addalyne",0,97,1
"1110","Addalynn",0,1643,1
"1111","Addalynne",0,119,1
"1112","Addam",737,0,0
"1113","Addan",21,0,0
"1114","Addasyn",0,112,1
"1115","Addax",5,0,0
"1116","Addelaide",0,13,1
"1117","Addelin",0,22,1
"1118","Addelina",0,26,1
"1119","Addeline",0,404,1
"1120","Addell",0,16,1
"1121","Addelyn",0,2037,1
"1122","Addelyne",0,22,1
"1123","Addelynn",0,670,1
"1124","Addelynne",0,38,1
"1125","Adden",114,0,0
"1126","Adderly",11,0,0
"1127","Addeson",0,10,1
"1128","Addesyn",0,18,1
"1129","Addey",0,11,1
"1130","Addi",0,390,1
"1131","Addia",0,6,1
"1132","Addiah",0,6,1
"1133","Addicus",49,0,0
"1134","Addicyn",0,33,1
"1135","Addie",718,44266,0.98403876934021
"1136","Addiel",104,0,0
"1137","Addielynn",0,23,1
"1138","Addiemae",0,16,1
"1139","Addieson",0,15,1
"1140","Addilee",0,188,1
"1141","Addileigh",0,58,1
"1142","Addiley",0,30,1
"1143","Addiline",0,33,1
"1144","Addilyn",5,6930,0.999279019466474
"1145","Addilyna",0,5,1
"1146","Addilyne",0,68,1
"1147","Addilynn",0,3185,1
"1148","Addilynne",0,123,1
"1149","Addine",0,22,1
"1150","Addington",8,10,0.555555555555556
"1151","Addis",403,152,0.273873873873874
"1152","Addisan",0,16,1
"1153","Addisen",6,1156,0.994836488812392
"1154","Addisin",0,35,1
"1155","Addison",12977,125958,0.906596609925505
"1156","Addisson",0,91,1
"1157","Addiston",0,5,1
"1158","Addisun",0,16,1
"1159","Addisyn",0,8791,1
"1160","Addisynn",0,195,1
"1161","Addix",10,0,0
"1162","Addle",0,5,1
"1163","Addlee",0,22,1
"1164","Addleigh",0,8,1
"1165","Addley",0,201,1
"1166","Addlie",0,6,1
"1167","Addlyn",0,28,1
"1168","Addlynn",0,21,1
"1169","Addonis",15,0,0
"1170","Addriana",0,5,1
"1171","Addrianna",0,16,1
"1172","Addrienne",0,15,1
"1173","Addsion",0,5,1
"1174","Addy",22,1262,0.982866043613707
"1175","Addylan",0,10,1
"1176","Addylen",0,6,1
"1177","Addylin",0,109,1
"1178","Addyline",0,34,1
"1179","Addylyn",0,45,1
"1180","Addylynn",0,85,1
"1181","Addysan",0,47,1
"1182","Addysen",0,1072,1
"1183","Addysin",0,117,1
"1184","Addysn",0,6,1
"1185","Addyson",33,15475,0.997872066030436
"1186","Addysun",0,13,1
"1187","Addysyn",0,128,1
"1188","Ade",306,19,0.0584615384615385
"1189","Adea",0,130,1
"1190","Adean",23,93,0.801724137931034
"1191","Adeana",0,187,1
"1192","Adeanna",0,5,1
"1193","Adebayo",125,0,0
"1194","Adebisi",0,10,1
"1195","Adebola",10,45,0.818181818181818
"1196","Adebowale",24,0,0
"1197","Adecyn",0,23,1
"1198","Adedamola",139,0,0
"1199","Adedayo",59,0,0
"1200","Adedeji",48,0,0
"1201","Adedotun",5,0,0
"1202","Adedoyin",5,17,0.772727272727273
"1203","Adee",0,6,1
"1204","Adeeb",264,0,0
"1205","Adeeba",0,32,1
"1206","Adeel",332,0,0
"1207","Adeem",5,0,0
"1208","Adeen",5,0,0
"1209","Adeena",0,403,1
"1210","Adeeva",0,5,1
"1211","Adefolarin",19,0,0
"1212","Adein",42,0,0
"1213","Adeja",0,123,1
"1214","Adejah",0,30,1
"1215","Adekemi",0,5,1
"1216","Adekunle",75,0,0
"1217","Adel",1311,1355,0.508252063015754
"1218","Adela",0,12837,1
"1219","Adelade",0,52,1
"1220","Adelae",0,175,1
"1221","Adelah",0,5,1
"1222","Adelai",0,207,1
"1223","Adelaid",0,5,1
"1224","Adelaida",0,2771,1
"1225","Adelaide",0,28207,1
"1226","Adelaido",226,0,0
"1227","Adelaina",0,21,1
"1228","Adelaine",0,441,1
"1229","Adelais",0,22,1
"1230","Adelane",0,5,1
"1231","Adelani",0,5,1
"1232","Adelard",488,0,0
"1233","Adelay",0,49,1
"1234","Adelaya",0,15,1
"1235","Adelayda",0,37,1
"1236","Adelayde",0,72,1
"1237","Adelayne",0,6,1
"1238","Adelbert",2373,0,0
"1239","Adele",11,40271,0.999726925177499
"1240","Adelea",0,6,1
"1241","Adelean",0,5,1
"1242","Adelee",0,87,1
"1243","Adeleen",0,5,1
"1244","Adelei",0,102,1
"1245","Adeleigh",0,149,1
"1246","Adeleine",0,320,1
"1247","Adeleke",5,0,0
"1248","Adelen",0,7,1
"1249","Adelena",0,280,1
"1250","Adelene",0,1151,1
"1251","Adeley",0,26,1
"1252","Adelfa",0,345,1
"1253","Adelfina",0,6,1
"1254","Adelfo",63,0,0
"1255","Adelheid",0,145,1
"1256","Adelheide",0,5,1
"1257","Adeli",0,69,1
"1258","Adelia",0,5216,1
"1259","Adeliah",0,24,1
"1260","Adelice",0,5,1
"1261","Adelicia",0,49,1
"1262","Adelie",0,513,1
"1263","Adeliene",0,8,1
"1264","Adelilah",0,10,1
"1265","Adelin",0,500,1
"1266","Adelina",0,12000,1
"1267","Adelinah",0,11,1
"1268","Adelind",0,54,1
"1269","Adeline",26,61748,0.999579110952828
"1270","Adelinn",0,24,1
"1271","Adelinne",0,48,1
"1272","Adelino",58,0,0
"1273","Adelis",0,85,1
"1274","Adelisa",0,176,1
"1275","Adelise",0,197,1
"1276","Adelita",0,1723,1
"1277","Adeliz",0,96,1
"1278","Adeliza",0,16,1
"1279","Adell",1049,6182,0.854930161803347
"1280","Adella",0,5589,1
"1281","Adelle",0,5269,1
"1282","Adellia",0,5,1
"1283","Adelline",0,18,1
"1284","Adellyn",0,79,1
"1285","Adellynn",0,11,1
"1286","Adelma",0,113,1
"1287","Adelmira",0,26,1
"1288","Adelmo",13,0,0
"1289","Adelore",5,0,0
"1290","Adelphia",0,11,1
"1291","Adelso",7,0,0
"1292","Adely",0,151,1
"1293","Adelya",0,10,1
"1294","Adelyn",6,17177,0.999650817668626
"1295","Adelyna",0,132,1
"1296","Adelynd",0,6,1
"1297","Adelyne",0,888,1
"1298","Adelynn",0,10148,1
"1299","Adelynna",0,11,1
"1300","Adelynne",0,695,1
"1301","Adelys",0,5,1
"1302","Adelyse",0,5,1
"1303","Adem",999,0,0
"1304","Ademar",6,0,0
"1305","Ademide",82,14,0.145833333333333
"1306","Ademir",23,0,0
"1307","Ademola",140,0,0
"1308","Aden",19962,587,0.0285658669521631
"1309","Adena",0,1691,1
"1310","Adene",0,44,1
"1311","Adenike",0,225,1
"1312","Adeniyi",25,0,0
"1313","Adenn",12,0,0
"1314","Adeola",38,378,0.908653846153846
"1315","Adeolu",23,0,0
"1316","Adeoluwa",74,0,0
"1317","Adeon",6,0,0
"1318","Ader",0,233,1
"1319","Adera",0,10,1
"1320","Aderemi",6,0,0
"1321","Aderinsola",0,54,1
"1322","Adero",0,5,1
"1323","Aderonke",0,23,1
"1324","Aderyn",0,34,1
"1325","Adesewa",0,33,1
"1326","Adesh",23,0,0
"1327","Adesha",0,5,1
"1328","Adesina",0,5,1
"1329","Adesire",0,25,1
"1330","Adesola",0,26,1
"1331","Adessa",0,396,1
"1332","Adesuwa",0,136,1
"1333","Adetayo",12,0,0
"1334","Adetokunbo",104,5,0.0458715596330275
"1335","Adetola",5,0,0
"1336","Adeva",0,5,1
"1337","Adewale",171,0,0
"1338","Adey",0,7,1
"1339","Adeya",0,22,1
"1340","Adeyemi",122,5,0.0393700787401575
"1341","Adeyinka",5,5,0.5
"1342","Adger",92,0,0
"1343","Adgie",5,7,0.583333333333333
"1344","Adham",776,0,0
"1345","Adhan",8,0,0
"1346","Adhara",0,92,1
"1347","Adharsh",16,0,0
"1348","Adharv",42,0,0
"1349","Adhav",41,0,0
"1350","Adheesh",11,0,0
"1351","Adhem",11,0,0
"1352","Adhemar",36,0,0
"1353","Adhira",0,213,1
"1354","Adhiraj",27,0,0
"1355","Adhithi",0,43,1
"1356","Adhithya",6,0,0
"1357","Adhitya",17,0,0
"1358","Adhley",0,7,1
"1359","Adhrit",303,0,0
"1360","Adhrith",57,0,0
"1361","Adhvaith",47,0,0
"1362","Adhvay",5,0,0
"1363","Adhvik",324,0,0
"1364","Adhvika",0,61,1
"1365","Adhya",0,394,1
"1366","Adhyan",19,0,0
"1367","Adi",602,827,0.578726382085374
"1368","Adia",0,2787,1
"1369","Adiah",0,138,1
"1370","Adiam",0,18,1
"1371","Adian",1090,0,0
"1372","Adiana",0,316,1
"1373","Adianey",0,15,1
"1374","Adianez",0,58,1
"1375","Adianna",0,233,1
"1376","Adib",240,0,0
"1377","Adiba",0,144,1
"1378","Adidas",16,0,0
"1379","Adidev",5,0,0
"1380","Adie",16,156,0.906976744186046
"1381","Adiel",1954,107,0.051916545366327
"1382","Adiela",0,37,1
"1383","Adiella",0,59,1
"1384","Adielle",0,20,1
"1385","Adien",438,0,0
"1386","Adijah",0,6,1
"1387","Adika",13,0,0
"1388","Adikus",5,0,0
"1389","Adil",1314,0,0
"1390","Adila",0,52,1
"1391","Adilah",0,24,1
"1392","Adilee",0,231,1
"1393","Adileigh",0,37,1
"1394","Adilen",0,75,1
"1395","Adilena",0,38,1
"1396","Adilene",7,5708,0.998775153105862
"1397","Adileni",0,62,1
"1398","Adilenne",0,178,1
"1399","Adileny",0,74,1
"1400","Adiley",0,17,1
"1401","Adilia",0,30,1
"1402","Adiline",0,36,1
"1403","Adilson",68,0,0
"1404","Adilyn",0,2018,1
"1405","Adilyne",0,68,1
"1406","Adilynn",0,2436,1
"1407","Adilynne",0,128,1
"1408","Adin",2893,86,0.0288687479019805
"1409","Adina",0,6407,1
"1410","Adinah",0,60,1
"1411","Adine",0,275,1
"1412","Adir",232,0,0
"1413","Adira",0,902,1
"1414","Adirah",0,15,1
"1415","Adis",239,12,0.047808764940239
"1416","Adisa",74,103,0.581920903954802
"1417","Adisen",0,179,1
"1418","Adish",6,0,0
"1419","Adison",642,3137,0.830113786716062
"1420","Adisson",5,81,0.941860465116279
"1421","Adisyn",0,1087,1
"1422","Adisynn",0,79,1
"1423","Adisynne",0,50,1
"1424","Adit",273,0,0
"1425","Adith",142,0,0
"1426","Adithi",0,392,1
"1427","Adithri",0,29,1
"1428","Adithya",565,0,0
"1429","Aditi",0,3246,1
"1430","Aditri",0,182,1
"1431","Aditya",4927,5,0.00101378751013788
"1432","Adiv",37,0,0
"1433","Adiva",0,102,1
"1434","Adiya",0,189,1
"1435","Adiyah",0,74,1
"1436","Adiyan",30,0,0
"1437","Adiyat",6,0,0
"1438","Adja",0,174,1
"1439","Adji",0,5,1
"1440","Adjoa",0,98,1
"1441","Adjua",0,5,1
"1442","Adlai",547,67,0.109120521172638
"1443","Adlan",5,0,0
"1444","Adlar",5,0,0
"1445","Adlea",0,5,1
"1446","Adlean",0,138,1
"1447","Adlee",0,771,1
"1448","Adlei",0,15,1
"1449","Adleigh",0,1028,1
"1450","Adlemi",0,21,1
"1451","Adlen",0,23,1
"1452","Adlena",0,47,1
"1453","Adlene",0,177,1
"1454","Adler",2285,256,0.100747737111373
"1455","Adley",401,3386,0.894111433852654
"1456","Adlia",11,0,0
"1457","Adlie",0,56,1
"1458","Adlih",0,25,1
"1459","Adlin",0,59,1
"1460","Adlina",0,5,1
"1461","Adline",0,1177,1
"1462","Adly",5,19,0.791666666666667
"1463","Adlyn",0,161,1
"1464","Adlynn",0,101,1
"1465","Adma",23,0,0
"1466","Admir",189,0,0
"1467","Admiral",257,0,0
"1468","Admire",16,86,0.843137254901961
"1469","Adn",0,5,1
"1470","Adna",12,474,0.975308641975309
"1471","Adnaan",59,0,0
"1472","Adnan",2359,0,0
"1473","Adnel",5,0,0
"1474","Adner",12,0,0
"1475","Adniel",15,0,0
"1476","Adnrea",0,5,1
"1477","Adnrew",39,0,0
"1478","Ado",26,0,0
"1479","Adolf",1394,0,0
"1480","Adolfo",15644,10,0.000638814360546825
"1481","Adoline",0,11,1
"1482","Adolph",18724,20,0.00106700810926163
"1483","Adolpha",0,5,1
"1484","Adolphe",295,0,0
"1485","Adolphine",0,18,1
"1486","Adolpho",227,0,0
"1487","Adolphus",4103,0,0
"1488","Adom",203,0,0
"1489","Adomas",6,0,0
"1490","Adon",783,0,0
"1491","Adona",0,40,1
"1492","Adonai",787,173,0.180208333333333
"1493","Adonay",416,0,0
"1494","Adoncia",0,5,1
"1495","Adones",5,0,0
"1496","Adoni",103,0,0
"1497","Adonia",0,334,1
"1498","Adoniah",35,34,0.492753623188406
"1499","Adonias",190,0,0
"1500","Adonica",0,381,1
"1501","Adonijah",404,26,0.0604651162790698
"1502","Adoniram",51,0,0
"1503","Adonis",11270,83,0.00731084294900026
"1504","Adoniyah",6,5,0.454545454545455
"1505","Adoniz",5,0,0
"1506","Adonna",0,623,1
"1507","Adonnis",467,0,0
"1508","Adontae",7,0,0
"1509","Adonte",172,0,0
"1510","Adonus",70,0,0
"1511","Adony",21,0,0
"1512","Adonya",0,14,1
"1513","Adonys",166,0,0
"1514","Ador",0,5,1
"1515","Adora",0,1851,1
"1516","Adorabella",0,27,1
"1517","Adorable",0,16,1
"1518","Adorae",0,5,1
"1519","Adorah",0,34,1
"1520","Adoraim",12,0,0
"1521","Adore",19,392,0.953771289537713
"1522","Adoree",15,56,0.788732394366197
"1523","Adori",0,12,1
"1524","Adoria",0,97,1
"1525","Adorian",99,0,0
"1526","Adorion",6,0,0
"1527","Adorn",0,5,1
"1528","Adra",0,591,1
"1529","Adrain",4191,568,0.119352805211179
"1530","Adraine",5,218,0.977578475336323
"1531","Adrainne",0,13,1
"1532","Adran",36,0,0
"1533","Adraya",0,28,1
"1534","Adre",6,0,0
"1535","Adrea",0,735,1
"1536","Adream",12,93,0.885714285714286
"1537","Adrean",769,410,0.347752332485157
"1538","Adreana",0,946,1
"1539","Adreann",0,7,1
"1540","Adreanna",0,1550,1
"1541","Adreanne",0,109,1
"1542","Adreauna",0,5,1
"1543","Adree",0,26,1
"1544","Adreena",0,111,1
"1545","Adreian",21,0,0
"1546","Adrein",56,0,0
"1547","Adreina",0,11,1
"1548","Adreinne",0,15,1
"1549","Adrell",5,0,0
"1550","Adren",362,0,0
"1551","Adrena",0,506,1
"1552","Adrene",0,46,1
"1553","Adreon",35,0,0
"1554","Adreona",0,106,1
"1555","Adreonna",0,176,1
"1556","Adrew",31,0,0
"1557","Adrey",0,5,1
"1558","Adreyan",97,0,0
"1559","Adreyona",0,5,1
"1560","Adri",20,202,0.90990990990991
"1561","Adria",7,6130,0.998859377546032
"1562","Adriaan",92,0,0
"1563","Adriah",0,47,1
"1564","Adriahna",0,74,1
"1565","Adrial",33,0,0
"1566","Adrialis",0,8,1
"1567","Adrialys",0,21,1
"1568","Adriam",5,0,0
"1569","Adrian",242854,15345,0.0594309040701165
"1570","Adriana",399,90525,0.995611719677973
"1571","Adrianah",0,245,1
"1572","Adriane",274,6112,0.957093642342625
"1573","Adrianjames",11,0,0
"1574","Adriann",118,947,0.889201877934272
"1575","Adrianna",18,45770,0.999606883899712
"1576","Adriannah",0,283,1
"1577","Adrianne",31,13176,0.997652759900053
"1578","Adrianno",8,0,0
"1579","Adrianny",0,27,1
"1580","Adriano",2178,0,0
"1581","Adrianpaul",7,0,0
"1582","Adriany",0,5,1
"1583","Adriauna",0,248,1
"1584","Adriaunna",0,53,1
"1585","Adric",411,0,0
"1586","Adrick",197,0,0
"1587","Adrie",0,238,1
"1588","Adriean",18,0,0
"1589","Adrieana",0,121,1
"1590","Adrieanna",0,363,1
"1591","Adrieanne",0,16,1
"1592","Adriel",15479,971,0.0590273556231003
"1593","Adriela",0,39,1
"1594","Adriell",73,0,0
"1595","Adriella",0,149,1
"1596","Adrielle",0,965,1
"1597","Adrielys",0,12,1
"1598","Adrien",8594,1381,0.138446115288221
"1599","Adriena",0,135,1
"1600","Adriene",61,2371,0.974917763157895
"1601","Adrienn",7,27,0.794117647058823
"1602","Adrienna",0,795,1
"1603","Adrienne",382,67262,0.994352788126072
"1604","Adriennie",0,5,1
"1605","Adrieonna",0,5,1
"1606","Adrihana",0,5,1
"1607","Adrihanna",0,22,1
"1608","Adrija",0,46,1
"1609","Adrijan",11,0,0
"1610","Adrijana",0,71,1
"1611","Adrik",447,0,0
"1612","Adrika",0,40,1
"1613","Adrin",370,12,0.031413612565445
"1614","Adrina",0,1497,1
"1615","Adrine",5,64,0.927536231884058
"1616","Adrinna",0,34,1
"1617","Adrinne",0,66,1
"1618","Adrion",731,0,0
"1619","Adriona",0,290,1
"1620","Adrionna",0,897,1
"1621","Adris",22,0,0
"1622","Adrit",13,0,0
"1623","Adrita",0,64,1
"1624","Adrith",26,0,0
"1625","Adriti",0,6,1
"1626","Adriunna",0,5,1
"1627","Adrius",25,0,0
"1628","Adriyan",48,0,0
"1629","Adriyana",0,169,1
"1630","Adriyanna",0,199,1
"1631","Adriyel",35,0,0
"1632","Adron",1099,0,0
"1633","Adry",0,5,1
"1634","Adryan",1137,176,0.134044173648134
"1635","Adryana",0,532,1
"1636","Adryanah",0,5,1
"1637","Adryann",0,5,1
"1638","Adryanna",0,672,1
"1639","Adryauna",0,5,1
"1640","Adryel",109,0,0
"1641","Adryen",101,0,0
"1642","Adryian",5,0,0
"1643","Adryn",26,6,0.1875
"1644","Adryon",15,0,0
"1645","Adryonna",0,5,1
"1646","Adulfo",5,0,0
"1647","Adut",0,50,1
"1648","Advait",499,0,0
"1649","Advaita",0,57,1
"1650","Advaith",713,0,0
"1651","Advaithreddy",5,0,0
"1652","Advay",409,0,0
"1653","Advik",914,0,0
"1654","Advika",0,567,1
"1655","Advikreddy",10,0,0
"1656","Advit",110,0,0
"1657","Advita",0,50,1
"1658","Advith",166,0,0
"1659","Advitha",0,29,1
"1660","Adwaith",18,0,0
"1661","Adwik",5,0,0
"1662","Adwin",55,0,0
"1663","Adwit",5,0,0
"1664","Adwita",0,59,1
"1665","Adwitiya",0,5,1
"1666","Adwoa",0,200,1
"1667","Ady",0,145,1
"1668","Adya",0,317,1
"1669","Adyaan",6,0,0
"1670","Adyah",7,0,0
"1671","Adyan",419,0,0
"1672","Adyanna",0,11,1
"1673","Adyant",37,0,0
"1674","Adyen",94,0,0
"1675","Adylan",0,28,1
"1676","Adylee",0,68,1
"1677","Adyleigh",0,6,1
"1678","Adylen",0,35,1
"1679","Adylene",0,317,1
"1680","Adylenne",0,13,1
"1681","Adylin",0,131,1
"1682","Adylina",0,5,1
"1683","Adyline",0,127,1
"1684","Adylinn",0,11,1
"1685","Adylyn",0,35,1
"1686","Adylynn",0,73,1
"1687","Adym",5,0,0
"1688","Adyn",1283,114,0.0816034359341446
"1689","Adynn",63,17,0.2125
"1690","Adysan",0,7,1
"1691","Adysen",0,780,1
"1692","Adysin",0,40,1
"1693","Adyson",34,3970,0.991508491508492
"1694","Adysson",0,69,1
"1695","Adysun",0,5,1
"1696","Adysyn",0,32,1
"1697","Aedan",3560,43,0.0119344990285873
"1698","Aeddon",26,0,0
"1699","Aeden",1050,7,0.00662251655629139
"1700","Aedin",187,0,0
"1701","Aedon",145,0,0
"1702","Aedric",21,0,0
"1703","Aedyn",542,73,0.11869918699187
"1704","Aegis",6,0,0
"1705","Aegon",11,0,0
"1706","Aeiden",10,0,0
"1707","Aeiress",0,23,1
"1708","Aeisha",0,265,1
"1709","Aeja",0,48,1
"1710","Aela",0,359,1
"1711","Aelan",0,6,1
"1712","Aelani",0,18,1
"1713","Aeleen",0,15,1
"1714","Aelia",0,29,1
"1715","Aeliana",0,120,1
"1716","Aelianna",0,7,1
"1717","Aelicia",0,6,1
"1718","Aelin",0,61,1
"1719","Aelisa",0,5,1
"1720","Aelish",0,33,1
"1721","Aelita",0,47,1
"1722","Aella",0,245,1
"1723","Aelred",28,0,0
"1724","Aelyn",0,148,1
"1725","Aelynn",0,26,1
"1726","Aemelia",0,11,1
"1727","Aemilia",0,141,1
"1728","Aemon",97,0,0
"1729","Aenea",0,12,1
"1730","Aeneas",381,0,0
"1731","Aengus",169,0,0
"1732","Aeon",107,65,0.377906976744186
"1733","Aeona",0,7,1
"1734","Aeowyn",0,22,1
"1735","Aera",0,15,1
"1736","Aerabella",0,261,1
"1737","Aeralyn",0,90,1
"1738","Aeralynn",0,37,1
"1739","Aeri",0,12,1
"1740","Aerial",6,1924,0.996891191709845
"1741","Aerian",5,5,0.5
"1742","Aeriana",0,403,1
"1743","Aerianna",0,377,1
"1744","Aeric",117,0,0
"1745","Aerica",0,87,1
"1746","Aerick",49,0,0
"1747","Aericka",0,5,1
"1748","Aerie",0,122,1
"1749","Aeriel",0,761,1
"1750","Aeriell",0,31,1
"1751","Aeriella",0,34,1
"1752","Aerielle",0,195,1
"1753","Aeries",0,10,1
"1754","Aerik",84,0,0
"1755","Aerika",0,80,1
"1756","Aerilyn",0,255,1
"1757","Aerilynn",0,66,1
"1758","Aerin",16,827,0.981020166073547
"1759","Aerion",122,24,0.164383561643836
"1760","Aeriona",0,46,1
"1761","Aerionna",0,123,1
"1762","Aeris",23,1458,0.984469952734639
"1763","Aeriss",0,5,1
"1764","Aerith",0,331,1
"1765","Aerius",7,0,0
"1766","Aermias",5,0,0
"1767","Aero",279,61,0.179411764705882
"1768","Aerolyn",0,7,1
"1769","Aerolynn",0,30,1
"1770","Aeron",595,65,0.0984848484848485
"1771","Aerowyn",0,11,1
"1772","Aeryal",0,24,1
"1773","Aeryana",0,12,1
"1774","Aeryanna",0,18,1
"1775","Aeryk",53,0,0
"1776","Aeryn",24,1036,0.977358490566038
"1777","Aerynn",0,5,1
"1778","Aeryona",0,5,1
"1779","Aerys",23,5,0.178571428571429
"1780","Aesa",0,10,1
"1781","Aesha",0,625,1
"1782","Aeshia",0,7,1
"1783","Aesir",26,0,0
"1784","Aeson",499,0,0
"1785","Aesop",41,0,0
"1786","Aesyn",7,0,0
"1787","Aethan",54,0,0
"1788","Aether",12,0,0
